,id,이름,시즌,포지션,나이,게임,타석,타수,득점,안타,2타,3타,홈런,루타,타점,볼넷,사구,고4,희타,희비,도루,도실,삼진,병살,타율,출루,장타,OPS,wOBA,wRC+,WAR+,WPA,타구속도,타구발사각,배럴개수,배럴비율
123,66917,김찬형,2018,SS,20,63,160,142,24,33,5,0,1,41,9,8,8,0,1,1,4,1,28,1,0.232,0.308,0.289,0.597,0.278,,0.01,-0.52,120.84058823529413,18.507843137254905,3.0,0.029411764705882356
124,66965,도태훈,2018,3B,25,26,42,35,5,8,0,0,1,11,5,5,2,0,0,0,0,0,5,0,0.229,0.357,0.314,0.671,0.318,,0.03,0.05,131.57461538461538,14.334615384615386,1.0,0.038461538461538464
125,66968,이재율,2018,LF,25,33,45,41,8,7,1,1,0,10,1,2,2,0,0,0,3,1,10,0,0.171,0.244,0.244,0.488,0.228,26.6,-0.21,0.06,117.50499999999997,13.361538461538462,1.0,0.038461538461538464
127,67005,홍현빈,2018,LF,20,14,15,13,2,3,0,0,0,3,1,2,0,0,0,0,1,0,5,0,0.231,0.333,0.231,0.5640000000000001,0.273,,-0.02,-0.02,120.98200000000001,14.26,0.0,0.0
128,67025,로하스,2018,CF,28,144,645,564,114,172,30,1,43,333,114,71,7,4,1,2,18,13,142,10,0.305,0.388,0.59,0.978,0.424,138.5,5.66,5.41,138.88838874680314,16.231202046035815,88.0,0.22506393861892585
129,67207,이병휘,2018,2B,19,28,24,22,5,6,1,0,0,7,2,1,1,0,0,0,1,1,6,1,0.273,0.333,0.318,0.651,0.3,,-0.01,-0.13,127.01749999999998,21.58125,1.0,0.0625
130,67304,김혜성,2018,2B,19,136,473,430,79,116,15,6,5,158,45,33,5,1,3,2,31,6,119,6,0.27,0.328,0.367,0.6950000000000001,0.313,75.0,1.0,0.25,126.64071428571434,8.758646616541355,12.0,0.045112781954887216
131,67341,이정후,2018,RF,19,109,520,459,81,163,34,2,6,219,57,42,8,3,3,8,11,4,58,5,0.355,0.412,0.477,0.889,0.392,127.4,3.75,2.9,130.43703601108035,12.982271468144033,20.0,0.05540166204986149
132,67394,초이스,2018,RF,28,96,397,349,55,90,19,0,17,160,61,33,10,2,0,5,2,1,79,4,0.258,0.335,0.458,0.793,0.349,97.2,1.19,0.78,138.85696202531648,23.463713080168773,54.0,0.2278481012658228
133,67449,김성윤,2018,CF,19,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,-130.7,-0.05,-0.16,111.24,33.7,0.0,0.0
134,67450,러프,2018,1B,31,137,597,506,97,167,32,4,33,306,125,65,18,0,0,8,5,3,107,17,0.33,0.419,0.605,1.024,0.443,152.9,5.28,5.89,138.99072046109504,17.890778097982714,82.0,0.2363112391930836
135,67454,나원탁,2018,C,23,20,24,24,0,3,0,0,0,3,1,0,0,0,0,0,0,0,10,0,0.125,0.125,0.125,0.25,0.112,-55.1,-0.33,-0.15,135.35833333333335,38.89166666666666,2.0,0.16666666666666666
136,67539,나종덕,2018,C,20,106,203,177,15,22,3,0,2,31,11,12,5,0,9,0,0,0,85,2,0.124,0.201,0.175,0.376,0.183,-15.1,-1.71,-1.85,122.10439024390243,13.924390243902442,8.0,0.0975609756097561
137,67598,번즈,2018,2B,27,133,505,462,80,124,34,5,23,237,64,33,9,2,1,0,5,2,133,8,0.268,0.329,0.513,0.8420000000000001,0.367,103.2,2.67,0.17,133.93130909090905,19.32472727272727,64.0,0.23272727272727275
138,67610,김석환,2018,1B,19,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,-130.7,-0.06,0.0,127.28,56.6,0.0,0.0
139,67650,버나디나,2018,CF,34,131,590,513,106,159,25,3,20,250,70,63,10,3,3,1,32,13,103,9,0.31,0.395,0.487,0.882,0.391,125.4,4.55,3.55,137.06941011235955,15.071348314606766,65.0,0.18258426966292132
140,67872,로맥,2018,1B,32,141,616,528,102,167,19,0,43,315,107,72,10,0,0,6,10,5,123,7,0.316,0.404,0.597,1.001,0.434,144.1,4.78,3.95,139.13299727520422,23.233514986376022,98.0,0.2670299727520436
141,67893,박성한,2018,SS,20,42,59,52,3,7,1,0,0,8,2,7,0,0,0,0,0,0,16,0,0.135,0.237,0.154,0.391,0.196,2.6,-0.42,-0.37,121.7883870967742,12.306451612903226,1.0,0.03225806451612903
142,67935,스크럭스,2018,1B,30,142,571,501,75,129,35,0,26,242,97,55,12,2,0,3,3,2,144,14,0.257,0.343,0.483,0.8260000000000001,0.364,103.4,1.41,2.57,136.2253726708074,22.626708074534157,77.0,0.2391304347826087
143,67944,신진호,2018,C,26,20,25,22,1,4,0,0,0,4,1,3,0,0,0,0,0,0,10,1,0.182,0.28,0.182,0.462,0.228,26.3,-0.11,-0.23,116.28888888888888,22.16666666666667,0.0,0.0
144,68050,강백호,2018,LF,18,138,585,527,108,153,32,2,29,276,84,52,3,0,0,3,3,5,124,4,0.29,0.356,0.524,0.88,0.385,115.3,2.1,2.81,139.494135977337,18.722662889518425,82.0,0.23229461756373934
145,68069,고명성,2018,SS,19,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-130.7,-0.05,-0.01,94.795,-1.099999999999998,0.0,0.0
146,68103,가르시아,2018,3B,33,50,206,183,27,62,9,0,8,95,34,9,8,0,0,6,5,0,25,3,0.339,0.383,0.519,0.902,0.394,131.4,1.53,0.32,135.7681632653062,16.086394557823127,30.0,0.20408163265306126
147,68119,문성주,2018,미정,21,5,3,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.333,0.333,0.333,0.666,0.3,70.9,-0.05,-0.05,124.97,2.3,0.0,0.0
148,68205,전민재,2018,3B,19,12,8,8,2,3,1,0,0,4,3,0,0,0,0,0,0,0,2,1,0.375,0.375,0.5,0.875,0.385,,-0.0,-0.06,106.844,36.4,1.0,0.2
149,68244,파레디스,2018,RF,29,21,71,65,7,9,2,1,1,16,4,4,1,1,0,1,1,0,17,0,0.138,0.197,0.246,0.443,0.195,-2.4,-0.73,-0.65,138.11113636363638,21.13636363636364,8.0,0.18181818181818185
150,68245,반슬라이크,2018,RF,31,12,44,39,1,5,1,0,1,9,4,4,0,0,0,1,0,0,6,2,0.128,0.205,0.231,0.436,0.202,4.5,-0.43,-0.2,123.45133333333335,31.89333333333333,3.0,0.1
151,68330,예진원,2018,CF,19,5,7,7,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.143,0.143,0.143,0.286,0.128,-43.5,-0.16,-0.15,105.9475,7.575,0.0,0.0
152,68345,샌즈,2018,RF,30,25,93,86,17,27,1,1,12,66,37,6,0,0,0,1,0,1,27,2,0.314,0.355,0.767,1.1219999999999999,0.475,171.5,1.05,2.12,143.72127272727272,17.414545454545458,20.0,0.3636363636363637
153,68525,한동희,2018,3B,19,87,226,211,24,49,13,1,4,76,25,12,2,0,0,1,0,1,58,7,0.232,0.279,0.36,0.639,0.285,55.3,-0.2,-1.63,134.52552845528442,9.847154471544721,16.0,0.13008130081300814
154,68730,호잉,2018,RF,29,142,590,529,85,162,47,2,30,303,110,51,5,10,0,5,23,9,93,5,0.306,0.369,0.573,0.942,0.404,124.8,3.72,4.72,132.70614583333318,23.070312500000004,65.0,0.16927083333333334
155,68743,정은원,2018,2B,18,98,227,201,33,50,5,3,4,73,20,22,1,0,2,1,5,1,50,0,0.249,0.324,0.363,0.687,0.311,71.5,0.32,-0.46,124.94023622047243,12.750393700787404,7.0,0.05511811023622047
156,68904,오영수,2018,DH,18,11,16,15,0,2,0,0,0,2,0,1,0,0,0,0,0,1,5,0,0.133,0.188,0.133,0.321,0.156,-23.3,-0.24,-0.42,130.50444444444446,5.833333333333332,2.0,0.2222222222222222
157,68912,김형준,2018,C,18,60,89,81,6,13,1,0,0,14,2,7,1,0,0,0,0,0,32,3,0.16,0.236,0.173,0.409,0.199,5.5,-0.45,-0.99,129.1948717948718,18.846153846153843,1.0,0.02564102564102564
158,70410,김주찬,2018,1B,37,121,471,429,71,146,23,0,18,223,93,23,7,5,2,10,8,1,57,15,0.34,0.375,0.52,0.895,0.387,122.1,2.75,2.43,136.9724566473988,16.546531791907512,72.0,0.20809248554913296
159,70553,박기혁,2018,SS,37,98,196,173,17,37,6,0,1,46,15,13,2,0,5,3,1,0,50,8,0.214,0.272,0.266,0.538,0.248,28.9,-0.8,-1.86,130.56018018018014,9.434234234234237,4.0,0.036036036036036036
160,70756,이범호,2018,3B,36,101,380,332,41,93,7,0,20,160,69,42,4,4,0,2,1,0,59,12,0.28,0.366,0.482,0.848,0.373,112.5,2.23,1.03,139.0057751937984,21.448449612403085,57.0,0.22093023255813954
161,71184,이성우,2018,C,36,88,134,120,10,29,5,0,0,34,5,8,1,0,4,1,1,0,16,4,0.242,0.292,0.283,0.575,0.264,41.7,-0.18,-1.03,125.08608695652164,15.964130434782607,4.0,0.043478260869565216
162,71432,박한이,2018,DH,39,114,392,342,47,97,16,0,10,143,43,43,0,2,6,1,5,3,91,9,0.284,0.363,0.418,0.7809999999999999,0.35,95.6,0.59,0.35,133.34777251184838,14.627488151658769,31.0,0.14691943127962084
163,71552,최준석,2018,DH,35,93,179,153,7,39,3,0,4,54,24,24,0,0,0,2,0,0,41,6,0.255,0.352,0.353,0.705,0.323,,0.09,-0.11,132.86814432989692,14.884536082474229,14.0,0.14432989690721648
164,71564,이대호,2018,DH,36,144,604,543,81,181,30,0,37,322,125,43,14,7,0,4,0,1,75,18,0.333,0.394,0.593,0.987,0.427,142.3,3.84,4.34,137.24601485148517,17.32326732673268,101.0,0.25
165,71752,김태균,2018,DH,36,73,271,254,25,80,11,0,10,121,34,13,4,1,0,0,0,1,56,7,0.315,0.358,0.476,0.834,0.369,108.2,0.47,1.53,136.1427683615819,16.39774011299435,35.0,0.1977401129943503
166,71837,김강민,2018,CF,35,80,267,235,40,70,14,0,14,126,46,22,5,0,5,0,10,6,57,1,0.298,0.37,0.536,0.906,0.398,119.1,1.71,-0.02,127.92716129032256,18.43032258064517,23.0,0.14838709677419354
167,71842,정상호,2018,C,35,70,128,112,11,25,4,0,1,32,9,8,5,0,3,0,0,1,35,3,0.223,0.304,0.286,0.59,0.276,50.4,-0.05,-1.22,127.7154545454545,15.413636363636368,13.0,0.19696969696969696
168,72133,박용택,2018,DH,39,134,583,524,89,159,38,1,15,244,76,47,5,0,0,7,3,3,107,21,0.303,0.362,0.466,0.8280000000000001,0.366,112.7,1.38,2.63,135.5659452054795,15.990410958904107,78.0,0.2136986301369863
169,72443,최형우,2018,LF,34,143,609,528,92,179,34,1,25,290,103,66,7,7,0,8,3,0,87,17,0.339,0.414,0.549,0.9630000000000001,0.418,143.4,4.94,5.7,139.31324519230776,17.10168269230768,103.0,0.24759615384615385
170,72456,손주인,2018,2B,34,98,297,265,26,63,10,0,4,85,28,11,7,0,10,4,3,0,40,11,0.238,0.282,0.321,0.603,0.272,43.4,-0.7,-1.49,122.30753846153843,14.792820512820521,4.0,0.020512820512820516
171,72466,조동찬,2018,1B,34,28,59,54,5,12,1,0,1,16,2,4,0,0,1,0,0,0,14,2,0.222,0.276,0.296,0.5720000000000001,0.262,40.1,-0.3,-0.57,115.92583333333332,17.049999999999994,1.0,0.027777777777777776
172,72546,문규현,2018,SS,35,122,349,316,42,87,19,1,6,126,41,18,0,0,9,6,3,1,45,9,0.275,0.309,0.399,0.708,0.312,68.4,0.48,-1.41,126.08647302904569,18.135684647302888,20.0,0.08298755186721991
173,72860,이대수,2018,2B,36,4,6,5,1,1,1,0,0,2,0,0,0,0,1,0,0,0,2,0,0.2,0.2,0.4,0.6000000000000001,0.257,,-0.04,-0.01,107.0,-6.133333333333334,0.0,0.0
174,73113,박경수,2018,2B,34,135,528,458,65,120,21,0,25,216,74,58,9,2,0,3,4,1,129,16,0.262,0.354,0.472,0.826,0.365,104.0,2.51,1.52,135.40612040133757,21.669230769230765,59.0,0.19732441471571907
175,73136,이성열,2018,DH,33,131,528,485,76,143,21,1,34,268,102,35,5,3,1,2,9,7,143,9,0.295,0.347,0.553,0.9,0.391,114.2,1.87,3.15,140.66435540069688,14.215679442508707,88.0,0.30662020905923343
176,73209,나주환,2018,SS,34,119,420,362,54,95,24,0,12,155,56,38,5,0,13,2,5,6,66,2,0.262,0.339,0.428,0.767,0.343,85.9,0.98,0.65,125.54172043010747,19.936559139784947,28.0,0.1003584229390681
177,73213,손시헌,2018,SS,37,67,150,128,12,24,4,0,2,34,14,15,5,0,1,1,2,0,20,3,0.188,0.295,0.266,0.5609999999999999,0.266,45.2,-0.16,-0.22,123.83622222222219,17.237777777777776,2.0,0.022222222222222227
178,73306,지석훈,2018,SS,34,67,105,94,9,17,2,0,1,22,8,8,0,0,0,3,1,0,20,2,0.181,0.238,0.234,0.472,0.218,15.1,-0.64,-0.1,128.08237288135595,7.9355932203389825,5.0,0.0847457627118644
179,73339,이종욱,2018,LF,38,43,128,122,12,28,7,0,1,38,8,4,0,0,1,1,1,1,16,2,0.23,0.252,0.311,0.563,0.251,35.1,-0.71,-0.21,128.7547826086957,10.34891304347826,1.0,0.010869565217391304
180,73342,이택근,2018,DH,38,104,356,308,40,95,25,1,4,134,52,32,9,0,3,4,1,0,44,14,0.308,0.385,0.435,0.8200000000000001,0.367,109.9,1.3,1.04,134.41844537815132,13.185294117647047,26.0,0.1092436974789916
181,73606,서동욱,2018,1B,34,32,56,49,3,10,3,0,0,13,2,5,1,0,0,1,0,0,15,1,0.204,0.286,0.265,0.5509999999999999,0.257,42.0,-0.23,-0.44,135.3973333333333,13.873333333333333,3.0,0.1
182,74163,이용규,2018,CF,32,134,575,491,82,144,14,1,1,163,36,59,12,0,8,5,30,11,62,8,0.293,0.379,0.332,0.7110000000000001,0.33,88.6,1.84,-0.72,122.54758333333328,11.916944444444445,2.0,0.005555555555555557
183,74206,김재호,2018,SS,33,131,467,402,78,125,20,0,16,193,75,52,4,1,3,6,6,2,77,12,0.311,0.39,0.48,0.87,0.385,124.5,3.79,1.69,132.31199367088624,20.652215189873413,36.0,0.1139240506329114
184,74215,윤석민,2018,1B,32,132,509,460,58,127,22,0,19,206,60,40,4,2,2,3,4,1,69,17,0.276,0.337,0.448,0.785,0.347,92.2,0.74,0.31,134.0930056179775,15.766853932584269,46.0,0.12921348314606745
185,74339,유한준,2018,RF,37,121,480,428,59,145,21,1,20,228,83,47,2,3,2,1,1,1,53,9,0.339,0.406,0.533,0.9390000000000001,0.412,134.5,3.48,2.84,133.06772727272732,14.940340909090908,48.0,0.13636363636363635
186,74465,박석민,2018,DH,33,103,375,318,40,81,14,1,16,145,55,39,15,4,0,3,1,0,80,11,0.255,0.36,0.456,0.8160000000000001,0.361,103.4,0.91,1.51,133.0951388888888,17.00509259259259,37.0,0.1712962962962963
187,74540,강민호,2018,C,32,129,477,427,46,115,14,0,22,195,71,29,14,5,0,7,0,0,96,11,0.269,0.331,0.457,0.788,0.344,90.2,1.97,-0.83,137.22851724137936,15.018965517241394,59.0,0.20344827586206896
188,74605,김주형,2018,3B,32,6,8,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.125,0.125,0.125,0.25,0.112,-54.6,-0.12,-0.04,138.625,6.0166666666666675,0.0,0.0
189,74729,최진행,2018,LF,32,57,154,136,14,29,3,0,7,53,13,15,3,0,0,0,0,1,53,5,0.213,0.305,0.39,0.6950000000000001,0.315,69.2,-0.39,-0.26,133.4454411764705,12.274999999999995,20.0,0.29411764705882354
190,74823,임훈,2018,LF,32,54,88,83,10,19,3,0,2,28,7,3,0,0,2,0,0,0,15,3,0.229,0.256,0.337,0.593,0.265,41.5,-0.32,-0.44,126.88306451612898,15.862903225806454,6.0,0.0967741935483871
191,74846,박정권,2018,1B,36,14,31,29,4,5,0,0,2,11,6,2,0,0,0,0,0,0,9,0,0.172,0.226,0.379,0.605,0.269,33.8,-0.18,-0.11,131.79684210526318,22.71578947368421,1.0,0.05263157894736842
192,75125,박병호,2018,1B,32,113,488,400,88,138,20,0,43,287,112,68,17,10,0,3,0,1,114,9,0.345,0.457,0.718,1.175,0.496,190.9,6.62,6.44,143.02916349809897,18.517110266159694,97.0,0.3688212927756654
193,75151,정의윤,2018,DH,31,73,239,217,27,59,9,0,11,101,38,19,2,1,0,1,1,1,29,8,0.272,0.335,0.465,0.8,0.353,94.9,0.26,0.14,131.31301775147935,18.13076923076924,24.0,0.14201183431952666
194,75334,오재일,2018,1B,31,123,477,401,69,112,19,2,27,216,80,60,6,2,0,10,1,1,121,3,0.279,0.373,0.539,0.912,0.394,130.4,2.85,1.22,141.40077205882358,24.24963235294117,81.0,0.2977941176470588
195,75566,이원석,2018,3B,31,128,543,479,74,144,30,1,20,236,93,52,7,1,0,5,2,1,103,10,0.301,0.374,0.493,0.867,0.382,116.9,3.35,3.82,130.92687878787882,21.66363636363636,49.0,0.1484848484848485
196,75808,정근우,2018,2B,35,102,425,375,63,114,24,1,11,173,57,39,7,1,1,3,6,5,43,12,0.304,0.377,0.461,0.8380000000000001,0.372,111.8,1.64,2.9,129.49632302405493,14.909278350515475,32.0,0.1099656357388316
197,75847,최정,2018,3B,31,115,489,406,95,99,16,1,35,222,74,58,23,2,0,2,9,2,129,10,0.244,0.368,0.547,0.915,0.399,120.3,3.52,2.5,136.1791304347826,27.07391304347825,60.0,0.23715415019762845
198,76100,이병규,2018,DH,34,103,257,198,31,54,11,1,10,97,39,50,7,1,0,2,0,0,58,5,0.273,0.432,0.49,0.9219999999999999,0.411,137.0,1.91,2.36,139.64438016528922,16.516528925619838,35.0,0.2892561983471074
199,76158,최승준,2018,DH,30,27,79,72,5,18,3,0,4,33,11,6,1,0,0,0,0,0,25,3,0.25,0.316,0.458,0.774,0.343,,0.03,0.6,139.1979069767442,21.286046511627898,12.0,0.2790697674418605
200,76232,양의지,2018,C,31,133,503,439,84,157,29,1,23,257,77,45,13,6,0,6,6,0,40,13,0.358,0.427,0.585,1.012,0.438,160.5,6.42,3.91,138.28547803617582,19.56201550387598,92.0,0.2377260981912145
201,76249,민병헌,2018,CF,31,118,494,443,74,141,21,0,17,213,66,35,8,3,2,6,8,3,68,10,0.318,0.374,0.481,0.855,0.376,113.1,3.05,1.13,134.52909090909094,16.043636363636367,49.0,0.1484848484848485
202,76267,최주환,2018,DH,30,138,590,519,87,173,39,6,26,302,108,51,10,1,0,10,1,0,89,5,0.333,0.397,0.582,0.979,0.423,148.6,4.66,3.9,140.20012376237614,19.883910891089112,110.0,0.2722772277227723
203,76290,김현수,2018,LF,30,117,511,453,95,164,39,2,20,267,101,47,1,6,0,10,1,3,61,9,0.362,0.415,0.589,1.004,0.431,155.2,4.79,4.23,140.39281437125751,13.432634730538926,81.0,0.24251497005988026
204,76313,황재균,2018,3B,30,142,588,530,76,157,41,3,25,279,88,49,4,1,2,3,14,7,120,5,0.296,0.358,0.526,0.884,0.386,115.5,3.4,1.96,132.06582901554424,25.20077720207253,70.0,0.18134715025906736
205,76368,유재신,2018,LF,30,46,40,33,19,14,3,1,1,22,8,7,0,0,0,0,4,0,10,0,0.424,0.525,0.667,1.1920000000000002,0.515,208.2,0.57,0.38,126.98,12.836842105263155,1.0,0.05263157894736842
206,76509,김문호,2018,LF,31,46,115,100,12,25,7,0,2,38,16,13,0,1,2,0,1,0,27,2,0.25,0.336,0.38,0.716,0.321,,-0.03,0.44,124.709649122807,17.443859649122807,5.0,0.08771929824561403
207,76720,정범모,2018,C,31,103,219,190,20,34,9,0,4,55,18,15,4,0,7,3,1,0,62,4,0.179,0.25,0.289,0.5389999999999999,0.247,26.1,-0.65,-1.49,124.58770491803276,21.943442622950823,13.0,0.10655737704918032
208,76746,김태완,2018,DH,34,29,74,66,5,13,2,0,1,18,5,5,2,1,0,1,0,0,25,4,0.197,0.27,0.273,0.543,0.246,32.6,-0.5,-0.95,136.05571428571432,14.571428571428571,4.0,0.11428571428571427
209,76753,송광민,2018,3B,35,113,460,434,63,129,24,0,18,207,79,18,4,0,0,4,4,4,93,13,0.297,0.328,0.477,0.8049999999999999,0.354,96.4,1.58,1.16,135.33446428571426,13.541785714285727,46.0,0.16428571428571428
210,76802,김성현,2018,2B,31,135,462,415,51,115,19,1,4,148,55,29,9,0,6,3,6,2,42,19,0.277,0.336,0.357,0.6930000000000001,0.314,75.6,0.77,-0.24,124.54835734870323,16.834582132564822,3.0,0.008645533141210375
211,76812,이재원,2018,C,30,130,471,407,63,134,24,0,17,209,57,43,12,0,4,5,0,0,65,13,0.329,0.405,0.514,0.919,0.405,130.6,4.21,2.1,134.30088328075706,15.444794952681383,40.0,0.12618296529968456
212,76849,이명기,2018,RF,30,120,502,447,88,135,28,6,4,187,42,40,3,3,11,1,12,5,64,5,0.302,0.363,0.418,0.7809999999999999,0.347,95.0,1.35,0.16,126.19580246913591,7.13364197530864,20.0,0.061728395061728385
213,76869,김재현,2018,LF,30,53,77,65,19,18,1,1,1,24,5,9,3,0,0,0,7,1,17,0,0.277,0.39,0.369,0.759,0.351,102.6,0.33,0.68,124.02857142857141,18.390476190476186,2.0,0.047619047619047616
214,77243,허도환,2018,C,33,23,24,22,4,6,0,0,1,9,1,1,1,0,0,0,0,0,8,1,0.273,0.333,0.409,0.742,0.335,,0.11,0.08,137.59181818181818,8.363636363636365,3.0,0.2727272727272727
215,77248,오재원,2018,2B,33,132,521,473,78,148,24,1,15,219,81,41,2,0,3,2,15,6,119,13,0.313,0.369,0.463,0.8320000000000001,0.37,114.0,3.29,4.07,134.4885714285716,12.361038961038966,63.0,0.20454545454545456
216,77463,채태인,2018,1B,35,130,420,376,44,110,18,0,15,173,75,34,5,3,1,4,0,0,107,10,0.293,0.356,0.46,0.8160000000000001,0.359,101.8,0.9,1.62,139.00722466960354,12.777533039647587,46.0,0.2026431718061674
217,77466,최원제,2018,1B,29,8,13,11,1,3,0,0,0,3,0,1,1,0,0,0,0,0,5,0,0.273,0.385,0.273,0.658,0.318,,0.03,-0.06,121.3916666666667,24.2,0.0,0.0
218,77532,손아섭,2018,RF,30,141,625,553,109,182,32,5,26,302,93,68,2,1,1,1,20,3,99,15,0.329,0.404,0.546,0.9500000000000001,0.417,138.6,5.3,4.35,137.97623931623932,10.931054131054132,74.0,0.21082621082621086
219,77564,김민성,2018,3B,29,128,465,413,46,117,24,0,10,171,45,40,6,3,1,5,1,0,80,6,0.283,0.351,0.414,0.7649999999999999,0.34,93.4,1.75,-0.78,132.28911949685525,20.338050314465395,47.0,0.14779874213836475
220,77654,이준수,2018,C,30,11,10,8,0,2,0,0,0,2,1,0,1,0,1,0,0,0,1,1,0.25,0.333,0.25,0.583,0.281,,-0.02,0.05,124.9525,21.0,0.0,0.0
221,78135,이형종,2018,CF,29,118,485,437,83,138,27,0,13,204,42,31,12,0,5,0,6,4,82,6,0.316,0.377,0.467,0.8440000000000001,0.377,117.8,3.05,2.16,131.23742671009762,12.780456026058634,55.0,0.1791530944625407
222,78168,서건창,2018,DH,28,37,160,141,28,48,12,0,0,60,15,12,3,0,2,2,2,0,19,1,0.34,0.399,0.426,0.825,0.369,112.0,0.66,1.21,126.60076923076923,8.92019230769231,4.0,0.038461538461538464
223,78217,김용의,2018,1B,32,114,185,159,28,37,2,0,0,39,13,16,0,1,7,3,10,1,32,1,0.233,0.298,0.245,0.5429999999999999,0.252,33.0,-0.85,-0.84,126.8255454545454,10.528181818181816,5.0,0.045454545454545456
224,78224,김재환,2018,LF,29,139,602,527,104,176,36,1,44,346,133,59,9,4,0,7,2,0,134,6,0.334,0.405,0.657,1.062,0.454,168.8,6.94,5.8,143.51096952908594,17.274792243767322,122.0,0.3379501385041551
225,78288,최재훈,2018,C,28,128,341,298,36,78,17,0,1,98,27,20,15,0,6,2,8,0,61,8,0.262,0.337,0.329,0.666,0.307,71.1,0.77,-0.34,128.78541666666672,12.153124999999998,17.0,0.08854166666666667
226,78361,전민수,2018,LF,29,21,35,29,0,5,3,0,0,8,4,5,0,0,1,0,0,0,11,0,0.172,0.294,0.276,0.5700000000000001,0.269,40.6,-0.26,-0.32,126.95785714285715,15.392857142857142,1.0,0.07142857142857142
227,78467,이영욱,2018,CF,32,14,16,16,0,2,0,0,0,2,1,0,0,0,0,0,1,0,4,0,0.125,0.125,0.125,0.25,0.112,-54.7,-0.34,-0.2,109.90666666666668,1.4416666666666664,0.0,0.0
228,78513,전준우,2018,LF,32,144,614,556,118,190,36,2,33,329,90,48,7,1,1,2,7,7,82,12,0.342,0.4,0.592,0.992,0.432,146.3,5.67,5.45,136.45479381443303,15.036597938144324,74.0,0.19072164948453607
229,78517,하준호,2018,LF,29,15,26,22,2,3,1,0,1,7,2,0,0,0,4,0,0,0,14,0,0.136,0.136,0.318,0.454,0.195,-29.8,-0.35,-0.2,105.818,9.95,1.0,0.1
230,78548,장성우,2018,C,28,127,393,356,41,92,13,0,13,144,48,32,2,0,1,2,1,1,82,8,0.258,0.321,0.404,0.7250000000000001,0.325,79.1,0.79,-1.09,133.774862745098,17.873333333333346,35.0,0.13725490196078433
231,78566,황진수,2018,3B,29,18,26,24,6,4,1,0,1,8,1,2,0,0,0,0,1,0,5,0,0.167,0.231,0.333,0.5640000000000001,0.254,30.9,-0.09,-0.13,130.868,13.886666666666667,1.0,0.06666666666666668
232,78603,김선빈,2018,SS,28,127,492,424,73,125,17,2,4,158,49,48,9,1,6,5,4,1,42,10,0.295,0.374,0.373,0.747,0.34,94.5,2.1,1.23,130.0996231884058,10.772173913043485,20.0,0.05797101449275361
233,78629,나지완,2018,DH,33,114,379,317,50,86,18,0,26,182,78,38,19,2,0,5,0,0,81,14,0.271,0.377,0.574,0.951,0.411,134.3,2.35,0.9,133.33000000000013,22.113452914798216,57.0,0.2556053811659193
234,78643,백용환,2018,C,29,34,57,47,7,13,1,0,0,14,4,9,0,0,1,0,0,1,15,3,0.277,0.393,0.298,0.6910000000000001,0.328,88.3,0.14,0.19,130.79666666666668,5.9111111111111105,2.0,0.07407407407407407
235,78756,오선진,2018,3B,29,56,148,133,14,30,4,0,1,37,9,7,5,0,3,0,3,0,33,2,0.226,0.29,0.278,0.5680000000000001,0.264,42.0,-0.32,-0.69,124.67038961038963,9.936363636363636,5.0,0.06493506493506493
236,78813,모창민,2018,3B,33,81,314,287,38,80,10,1,17,143,62,21,2,0,0,4,2,3,51,10,0.279,0.328,0.498,0.8260000000000001,0.361,101.4,0.95,1.7,131.68037735849057,19.215566037735854,28.0,0.1320754716981132
237,79109,오지환,2018,SS,28,144,617,533,93,148,26,2,11,211,71,59,7,3,12,6,10,5,146,6,0.278,0.354,0.396,0.75,0.336,89.4,2.83,2.62,132.17334328358214,15.521194029850744,53.0,0.1582089552238806
238,79113,문선재,2018,LF,28,2,6,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0.167,0.167,0.167,0.334,0.15,-30.0,-0.08,-0.13,144.93333333333337,12.466666666666667,0.0,0.0
239,79150,정주현,2018,2B,27,115,339,303,48,79,14,2,6,115,31,27,2,0,6,1,18,3,68,9,0.261,0.324,0.38,0.704,0.317,76.9,0.85,1.63,129.25694174757277,14.266990291262125,24.0,0.11650485436893206
240,79192,채은성,2018,RF,28,139,578,529,78,175,36,2,25,290,119,35,9,1,0,5,3,1,97,12,0.331,0.379,0.548,0.927,0.405,137.5,4.73,3.44,136.01837016574578,14.290331491712694,81.0,0.22375690607734808
241,79198,윤진호,2018,2B,32,102,61,53,13,11,3,0,0,14,4,2,2,0,4,0,0,1,14,2,0.208,0.263,0.264,0.527,0.244,22.0,-0.31,-0.81,116.50852941176471,7.626470588235295,1.0,0.029411764705882356
